Drilling_Company_ID,Company_Name,Street_Address,City,Province,Country,Postal_Code,e_Mail,Is_Active_Flag,Starting_Well_ID,Ending_Well_ID,Last_Well_ID_Used
238,PETERSON ANTHONY,null,null,null,null,null,null,false,null,null,null
240,PICKERING RAY,null,null,null,null,null,null,false,null,null,null
242,PIKE GORDON,null,null,null,null,null,null,false,null,null,null
245,POLLARDS WW DRLG,null,null,null,null,null,null,false,null,null,null
247,POTTER L,null,null,null,null,null,null,false,null,null,null
248,POTTER N N,null,null,null,null,null,null,false,null,null,null
250,PRICE DRLG CO,null,null,null,null,null,null,false,null,null,null
251,QUILAN K,null,null,null,null,null,null,false,null,null,null
252,RAINER JOE,null,null,null,null,null,null,false,null,null,null
253,RAINS GERALD,null,null,null,null,null,null,false,null,null,null
254,RAYMENT GORDON,null,null,null,null,null,null,false,null,null,null
255,READMAN & SNEDKER,null,null,null,null,null,null,false,null,null,null
256,RED WELL SERVICING,null,null,null,null,null,null,false,null,null,null
258,REIMER A,null,null,null,null,null,null,false,null,null,null
259,RENES J B,null,null,null,null,null,null,false,null,null,null
262,ROBERT HARVEY,null,null,null,null,null,null,false,null,null,null
270,SANKEY BROS,null,null,null,null,null,null,false,null,null,null
271,SASKATOON MTN DRLG,null,null,null,null,null,null,false,null,null,null
273,SAVILLE & HUG,null,null,null,null,null,null,false,null,null,null
274,SAVILLE & TROTTLER,null,null,null,null,null,null,false,null,null,null
277,SCOTT & WENNERSTROM,null,null,null,null,null,null,false,null,null,null
278,SCOTT BROS DRLG,null,null,null,null,null,null,false,null,null,null
281,SHUSTER EDWIN H,null,null,null,null,null,null,false,null,null,null
282,SIDEWINDER SERVICE,null,null,null,null,null,null,false,null,null,null
283,SIEGEL B,null,null,null,null,null,null,false,null,null,null
284,SIEGEL H,null,null,null,null,null,null,false,null,null,null
285,SINCLAIR CANADA OIL,null,null,null,null,null,null,false,null,null,null
289,SMITH GERALD M,null,null,null,null,null,null,false,null,null,null
291,SOUTHERN WW,null,null,null,null,null,null,false,null,null,null
293,SRIGLEY A R,null,null,null,null,null,null,false,null,null,null
298,STOTTS J P,null,null,null,null,null,null,false,null,null,null
299,STRATICHUCK H,null,null,null,null,null,null,false,null,null,null
302,SWANSON RALPH,null,null,null,null,null,null,false,null,null,null
303,TAKS & WANGLER,null,null,null,null,null,null,false,null,null,null
305,THOMAS ALAN D,null,null,null,null,null,null,false,null,null,null
307,THOMPSON JOE,null,null,null,null,null,null,false,null,null,null
309,TINDALL WW DRLG,null,null,null,null,null,null,false,null,null,null
314,TRAIL DRLG LTD,null,null,null,null,null,null,false,null,null,null
315,TRI CITY DRLG,null,null,null,null,null,null,false,null,null,null
318,UNWIN HERBERT,null,null,null,null,null,null,false,null,null,null
323,VERNS WATER WELLS,null,null,null,null,null,null,false,null,null,null
325,WAGAR JOHN,null,null,null,null,null,null,false,null,null,null
326,WARREN R G,null,null,null,null,null,null,false,null,null,null
328,WESTERN CABLE TOOL,null,null,null,null,null,null,false,null,null,null
336,WILSON&COCKS RATHOLE,null,null,null,null,null,null,false,null,null,null
337,WINTER A A,null,null,null,null,null,null,false,null,null,null
340,ZELASEK DON A,null,null,null,null,null,null,false,null,null,null
341,ZUKIWSKI PAUL,null,null,null,null,null,null,false,null,null,null
342,DOUBLE B DRLG,null,null,null,null,null,null,false,null,null,null
345,G HEPBURN DRLG,null,null,null,null,null,null,false,null,null,null
347,SMITH WARREN C,null,null,null,null,null,null,false,null,null,null
348,PETERSON ERNEST,null,null,null,null,null,null,false,null,null,null
349,TEMPLE DRLG,null,null,null,null,null,null,false,null,null,null
353,LR DRLG,null,null,null,null,null,null,false,null,null,null
354,WEBSTER CABLE TOOL,null,null,null,null,null,null,false,null,null,null
355,LINDBURG DRLG,null,null,null,null,null,null,false,null,null,null
357,NOWOCHIN C G,null,null,null,null,null,null,false,null,null,null
360,DARALD JONES,null,null,null,null,null,null,false,null,null,null
361,STRASZCIK,null,null,null,null,null,null,false,null,null,null
362,SADDLE LAKE RESERVE,null,null,null,null,null,null,false,null,null,null
365,CROSBIE G R,null,null,null,null,null,null,false,null,null,null
367,ORTIVEIW OEL C,null,null,null,null,null,null,false,null,null,null
368,"KOASCHUK, RON",null,null,null,null,null,null,false,null,null,null
369,HOLMAN BOB,null,null,null,null,null,null,false,null,null,null
370,ANDERSON ALVIN,null,null,null,null,null,null,false,null,null,null
371,BILODEAU LAWRENCE,null,null,null,null,null,null,false,null,null,null
376,ERICKSON & KANGAS,UNKNOWN,null,null,null,null,gwinfo@gov.ab.ca,false,1866600,1866699,1866600
377,GENERAUX ALBERT E,null,null,null,null,null,null,false,null,null,null
387,WEBSTER & WEBSTER,null,null,null,null,null,null,false,null,null,null
388,H & E CONTRACTING,null,null,null,null,null,null,false,null,null,null
389,KOVSCHOL RON,null,null,null,null,null,null,false,null,null,null
390,INCH BILL,null,null,null,null,null,null,false,null,null,null
391,LEE HERB,null,null,null,null,null,null,false,null,null,null
394,HIRSCHKORN & PITTMAN,null,null,null,null,null,null,false,null,null,null
395,BECKETT & ROLFE,null,null,null,null,null,null,false,null,null,null
396,PROSSER & BECKETT,null,null,null,null,null,null,false,null,null,null
398,SIEBEL GEO,null,null,null,null,null,null,false,null,null,null
400,MERIDIAN DLG,null,null,null,null,null,null,false,null,null,null
401,G HOLIDAY DLG,null,null,null,null,null,null,false,null,null,null
402,SWANSON & ELIASON,null,null,null,null,null,null,false,null,null,null
500,TATHAM J,null,null,null,null,null,null,false,null,null,null
501,GOLLY CHRIS,null,null,null,null,null,null,false,null,null,null
503,HARNESS DON,null,null,null,null,null,null,false,null,null,null
506,SEIBEL GEORGE,null,null,null,null,null,null,false,null,null,null
507,UHRYN'S WELL BORING,10447 - 137 AVENUE,EDMONTON,AB,CA,null,gwinfo@gov.ab.ca,false,2057400,2057499,2057404
508,TRIPLE A DLG,null,null,null,null,null,null,false,null,null,null
509,S & W DRLG,null,null,null,null,null,null,false,null,null,null
510,WAREHIME GRANT,null,null,null,null,null,null,false,null,null,null
512,RAPID WATER DRLG,null,null,null,null,null,null,false,null,null,null
514,GOLKA DRILLING,GENERAL DELIVERY,VIKING,AB,CA,null,gwinfo@gov.ab.ca,false,2057500,2057599,2057508
518,HURRICANE DRLG,null,null,null,null,null,null,false,null,null,null
519,FREDERICKSON JE,null,null,null,null,null,null,false,null,null,null
521,K & W WATER BORING,null,null,null,null,null,null,false,null,null,null
522,PETERSON C ENT LTD,BOX 101,COLINTON,AB,CA,null,gwinfo@gov.ab.ca,false,1936400,1936499,1936402
524,WESTERN DRLG & CONST,null,null,null,null,null,null,false,null,null,null
525,RAMM  D,null,null,null,null,null,null,false,null,null,null
526,VENTURE DRLG LTD,null,null,null,null,null,null,false,null,null,null
527,ED'S DRLG,null,null,null,null,null,null,false,null,null,null
528,FAROWNY M P,null,null,null,null,null,null,false,null,null,null
529,LEN WELLS,null,null,null,null,null,null,false,null,null,null
530,MILLIGAN JB,null,null,null,null,null,null,false,null,null,null
531,A&V ROBERT WW DRLG,null,null,null,null,null,null,false,null,null,null
532,MEYERS DEV LTD,null,null,null,null,null,null,false,null,null,null
533,SCHICK DRLG,null,null,null,null,null,null,false,null,null,null
534,SHEIK,null,null,null,null,null,null,false,null,null,null
535,REYNOLDS B,null,null,null,null,null,null,false,null,null,null
536,GUTHRIE,null,null,null,null,null,null,false,null,null,null
537,TURNBULL,null,null,null,null,null,null,false,null,null,null
538,COLLETT,null,null,null,null,null,null,false,null,null,null
539,FIRESTONE,null,null,null,null,null,null,false,null,null,null
540,AMBLER,null,null,null,null,null,null,false,null,null,null
541,OLSEN C,null,null,null,null,null,null,false,null,null,null
542,WOODS T,null,null,null,null,null,null,false,null,null,null
543,JOY,null,null,null,null,null,null,false,null,null,null
545,DRIVER,null,null,null,null,null,null,false,null,null,null
547,SIMONS,null,null,null,null,null,null,false,null,null,null
548,WINRIDGE,null,null,null,null,null,null,false,null,null,null
550,WEINRICH,null,null,null,null,null,null,false,null,null,null
551,LOUIS,null,null,null,null,null,null,false,null,null,null
552,CRAUN,null,null,null,null,null,null,false,null,null,null
553,MCGILLEY,null,null,null,null,null,null,false,null,null,null
554,BLEVINS,null,null,null,null,null,null,false,null,null,null
555,HAIRE,null,null,null,null,null,null,false,null,null,null
557,MURRAY F,null,null,null,null,null,null,false,null,null,null
558,LOVE,null,null,null,null,null,null,false,null,null,null
559,MYHREN I W,null,null,null,null,null,null,false,null,null,null
560,H B C,null,null,null,null,null,null,false,null,null,null
561,CARON,null,null,null,null,null,null,false,null,null,null
563,SMART,null,null,null,null,null,null,false,null,null,null
564,O'LEARY,null,null,null,null,null,null,false,null,null,null
565,URRYING WELL BORING,null,null,null,null,null,null,false,null,null,null
567,HAND,null,null,null,null,null,null,false,null,null,null
568,WIER,null,null,null,null,null,null,false,null,null,null
569,SAMPLE,null,null,null,null,null,null,false,null,null,null
571,IRVING,null,null,null,null,null,null,false,null,null,null
572,MARY,null,null,null,null,null,null,false,null,null,null
573,SLIPPER,null,null,null,null,null,null,false,null,null,null
574,LAWSON,null,null,null,null,null,null,false,null,null,null
575,LARSON,null,null,null,null,null,null,false,null,null,null
576,DORTY,null,null,null,null,null,null,false,null,null,null
577,HAYNES,null,null,null,null,null,null,false,null,null,null
578,HARE,null,null,null,null,null,null,false,null,null,null
579,STEEVES,null,null,null,null,null,null,false,null,null,null
580,MATHEWS,null,null,null,null,null,null,false,null,null,null
581,SMITH,null,null,null,null,null,null,false,null,null,null
582,DORATY,null,null,null,null,null,null,false,null,null,null
583,MILNE,null,null,null,null,null,null,false,null,null,null
584,HOSKINS,null,null,null,null,null,null,false,null,null,null
585,DARDY P,null,null,null,null,null,null,false,null,null,null
586,BGOIK,null,null,null,null,null,null,false,null,null,null
587,SAMPLETON,null,null,null,null,null,null,false,null,null,null
588,HENCH W,null,null,null,null,null,null,false,null,null,null
589,FORD B,null,null,null,null,null,null,false,null,null,null
590,SCROGGINS,null,null,null,null,null,null,false,null,null,null
591,KELLER,null,null,null,null,null,null,false,null,null,null
592,SAWLE,null,null,null,null,null,null,false,null,null,null
593,HALVERSEN,null,null,null,null,null,null,false,null,null,null
594,EMBERG,null,null,null,null,null,null,false,null,null,null
595,STOCKTON,null,null,null,null,null,null,false,null,null,null
596,HALBERTSON,null,null,null,null,null,null,false,null,null,null
597,CARLSON,null,null,null,null,null,null,false,null,null,null
598,TANGENT,null,null,null,null,null,null,false,null,null,null
599,AMBERG C,null,null,null,null,null,null,false,null,null,null
600,TANGEN,null,null,null,null,null,null,false,null,null,null
602,DOERR,null,null,null,null,null,null,false,null,null,null
603,ARNBERG C,null,null,null,null,null,null,false,null,null,null
604,STOCKTON-ERNBERG,null,null,null,null,null,null,false,null,null,null
605,ERNBERG,null,null,null,null,null,null,false,null,null,null
606,EARNFIELD-STOCKTON,null,null,null,null,null,null,false,null,null,null
607,KRAFT,null,null,null,null,null,null,false,null,null,null
608,SEATH,null,null,null,null,null,null,false,null,null,null
609,HEINBERG,null,null,null,null,null,null,false,null,null,null
610,MAULL,null,null,null,null,null,null,false,null,null,null
612,HAGER,null,null,null,null,null,null,false,null,null,null
613,MISENER,null,null,null,null,null,null,false,null,null,null
620,GIRARD,null,null,null,null,null,null,false,null,null,null
621,PERRY,null,null,null,null,null,null,false,null,null,null
622,MCMANN,null,null,null,null,null,null,false,null,null,null
623,SEVIONY,null,null,null,null,null,null,false,null,null,null
624,HAULE,null,null,null,null,null,null,false,null,null,null
625,BISHOP,null,null,null,null,null,null,false,null,null,null
626,OTTERHOLM,null,null,null,null,null,null,false,null,null,null
627,BUSCHEY,null,null,null,null,null,null,false,null,null,null
628,ELWOOD,null,null,null,null,null,null,false,null,null,null
629,REID,null,null,null,null,null,null,false,null,null,null
630,HARE B,null,null,null,null,null,null,false,null,null,null
631,KARLSON H,null,null,null,null,null,null,false,null,null,null
632,MOOR B,null,null,null,null,null,null,false,null,null,null
633,BUSHY,null,null,null,null,null,null,false,null,null,null
634,JOHNS,null,null,null,null,null,null,false,null,null,null
635,SNYDER,null,null,null,null,null,null,false,null,null,null
636,TENNAN,null,null,null,null,null,null,false,null,null,null
637,NORLAND,null,null,null,null,null,null,false,null,null,null
638,HUNTER,null,null,null,null,null,null,false,null,null,null
639,KIMBALL,null,null,null,null,null,null,false,null,null,null
640,TANGIEN,null,null,null,null,null,null,false,null,null,null
643,YULLIS S,null,null,null,null,null,null,false,null,null,null
644,LOGIE,null,null,null,null,null,null,false,null,null,null
645,SAYER,null,null,null,null,null,null,false,null,null,null
646,WIMBLES,null,null,null,null,null,null,false,null,null,null
647,FLECK,null,null,null,null,null,null,false,null,null,null
648,PAULGEARD,null,null,null,null,null,null,false,null,null,null
649,IRONBERG,null,null,null,null,null,null,false,null,null,null
650,ANDBERG C,null,null,null,null,null,null,false,null,null,null
651,BLAINEY,null,null,null,null,null,null,false,null,null,null
652,HALVERSON E,null,null,null,null,null,null,false,null,null,null
653,ROCKNE,null,null,null,null,null,null,false,null,null,null
654,JEFFERY,null,null,null,null,null,null,false,null,null,null
655,KNUTSON,null,null,null,null,null,null,false,null,null,null
656,MCGILLVARY&ROBB,null,null,null,null,null,null,false,null,null,null
657,CHRISTENSEN,null,null,null,null,null,null,false,null,null,null
658,IRONFIELD,null,null,null,null,null,null,false,null,null,null
659,ERENBERG,null,null,null,null,null,null,false,null,null,null
660,ARMSTRONG,null,null,null,null,null,null,false,null,null,null
661,HEINTZ,null,null,null,null,null,null,false,null,null,null
662,JEFFRIES BEN,null,null,null,null,null,null,false,null,null,null
663,RURICH T,null,null,null,null,null,null,false,null,null,null
664,CASPER,null,null,null,null,null,null,false,null,null,null
666,FALKNER,null,null,null,null,null,null,false,null,null,null
668,MORRISON,null,null,null,null,null,null,false,null,null,null
669,COLLINS J,null,null,null,null,null,null,false,null,null,null
670,WRIGHT,null,null,null,null,null,null,false,null,null,null
671,EWARD E,null,null,null,null,null,null,false,null,null,null
672,GARDINER,null,null,null,null,null,null,false,null,null,null
673,KIENGLE,null,null,null,null,null,null,false,null,null,null
674,GRANDI C,null,null,null,null,null,null,false,null,null,null
675,EMERT J,null,null,null,null,null,null,false,null,null,null
676,COLLINS D,null,null,null,null,null,null,false,null,null,null
677,EMARD J,null,null,null,null,null,null,false,null,null,null
678,SHERER E,null,null,null,null,null,null,false,null,null,null
679,HUNT E,null,null,null,null,null,null,false,null,null,null
681,CULBERT E L,null,null,null,null,null,null,false,null,null,null
682,N W DRLG CO,null,null,null,null,null,null,false,null,null,null
683,BRADY C,null,null,null,null,null,null,false,null,null,null
684,SHANNON N,null,null,null,null,null,null,false,null,null,null
685,LUTZ,null,null,null,null,null,null,false,null,null,null
686,HEDLEY-SHAW,null,null,null,null,null,null,false,null,null,null
687,ERNIES WW,null,null,null,null,null,null,false,null,null,null
688,LINDGREN,null,null,null,null,null,null,false,null,null,null
689,KING B,null,null,null,null,null,null,false,null,null,null
690,LOSS,null,null,null,null,null,null,false,null,null,null
691,LARAVIRE,null,null,null,null,null,null,false,null,null,null
693,ARMEL R,null,null,null,null,null,null,false,null,null,null
694,BECK J E,null,null,null,null,null,null,false,null,null,null
695,GUTHREY,null,null,null,null,null,null,false,null,null,null
696,LOUS,null,null,null,null,null,null,false,null,null,null
697,REYNOLDS W,null,null,null,null,null,null,false,null,null,null
698,MOORE,null,null,null,null,null,null,false,null,null,null
699,NORDBLOM W,null,null,null,null,null,null,false,null,null,null
700,HOLTE,null,null,null,null,null,null,false,null,null,null
702,MORRIS,null,null,null,null,null,null,false,null,null,null
703,BARNSCHER,null,null,null,null,null,null,false,null,null,null
704,DAVIES,null,null,null,null,null,null,false,null,null,null
705,HILL J,null,null,null,null,null,null,false,null,null,null
706,HOUSE H,null,null,null,null,null,null,false,null,null,null
707,WELLS A,null,null,null,null,null,null,false,null,null,null
708,HAYS,null,null,null,null,null,null,false,null,null,null
709,REED,null,null,null,null,null,null,false,null,null,null
710,ANGLEN,null,null,null,null,null,null,false,null,null,null
711,GRIFFINS,null,null,null,null,null,null,false,null,null,null
712,SCHEICK,null,null,null,null,null,null,false,null,null,null
713,CALDWELL,null,null,null,null,null,null,false,null,null,null
714,HARTLEY,null,null,null,null,null,null,false,null,null,null
715,DOLAN,null,null,null,null,null,null,false,null,null,null
716,DOLAND,null,null,null,null,null,null,false,null,null,null
717,CHADWICK,null,null,null,null,null,null,false,null,null,null
718,LAMON,null,null,null,null,null,null,false,null,null,null
719,FRASER,null,null,null,null,null,null,false,null,null,null
720,MURPHY,null,null,null,null,null,null,false,null,null,null
721,RANDON,null,null,null,null,null,null,false,null,null,null
722,EMMETT,null,null,null,null,null,null,false,null,null,null
724,DUNN,null,null,null,null,null,null,false,null,null,null
726,THORSEN,null,null,null,null,null,null,false,null,null,null
727,MOON,null,null,null,null,null,null,false,null,null,null
728,MORE W,null,null,null,null,null,null,false,null,null,null
729,WINRIGHT A,null,null,null,null,null,null,false,null,null,null
731,SHEAR ED,null,null,null,null,null,null,false,null,null,null
732,WESTLAND,null,null,null,null,null,null,false,null,null,null
733,WINER O,null,null,null,null,null,null,false,null,null,null
734,SOUZY,null,null,null,null,null,null,false,null,null,null
735,BOUCH,null,null,null,null,null,null,false,null,null,null
736,LUNDER,null,null,null,null,null,null,false,null,null,null
738,HOSKIN,null,null,null,null,null,null,false,null,null,null
739,SAINT,null,null,null,null,null,null,false,null,null,null
740,BELL,null,null,null,null,null,null,false,null,null,null
741,MACDONALD,null,null,null,null,null,null,false,null,null,null
742,HARBERT,null,null,null,null,null,null,false,null,null,null
743,TECHOIN,null,null,null,null,null,null,false,null,null,null
744,BAILEY,null,null,null,null,null,null,false,null,null,null
745,BLAYZE R,null,null,null,null,null,null,false,null,null,null
746,BOOHER ALF,null,null,null,null,null,null,false,null,null,null
747,DENHOLM,null,null,null,null,null,null,false,null,null,null
748,GUYCHON,null,null,null,null,null,null,false,null,null,null
750,HALBERT,null,null,null,null,null,null,false,null,null,null
751,HUBERT,null,null,null,null,null,null,false,null,null,null
752,UTAS,null,null,null,null,null,null,false,null,null,null
753,OLAN,null,null,null,null,null,null,false,null,null,null
754,SYMONS,null,null,null,null,null,null,false,null,null,null
755,STENSON J,null,null,null,null,null,null,false,null,null,null
